hr,alt_name,ra_ysb,dec_ysb,vmag,bv_color,parallax_ysb,ra_simbad,dec_simbad,parallax_simbad,iau_name,star_size,distance,x_coordinate,y_coordinate,z_coordinate,rgb_color,origin,note,source,constellation_common_name,constellation_alt_name,asterism
HR5045,,200.5158,43.9031,6.35,0.24,,3.499670423455818,0.766258331627822,7.475,,5,133.77926421404683,-90.27558430180196,-33.78201427361812,92.76845328147421,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5046,,200.9679,-49.8231,6.48,0.96,,3.5075383431790685,-0.8408505749954884,8.0443,,5,124.31162437999579,-77.40581950524283,-29.662392053732972,-92.63833742228738,"(1.0, 0.838047151109119, 0)",,,,,,
HR5047,65    Vir,200.8288,-4.9244,5.89,1.43,,3.5051224482676746,-0.053678852991567313,4.0566,,10,246.51185722033227,-230.0698387227697,-87.52733750985868,-13.226119942428467,"(1.0, 0.5024066525898354, 0)",,,,Virgo,Vir,
HR5048,,201.3079,-64.4853,5.31,0.4,0.008,3.5134878837898595,-1.10854327060997,26.2629,,10,38.07652620236151,-15.820025834085127,-6.170523759712528,-34.08039416994505,"(0, 0.7746977266854096, 1.0)",,,,,,
HR5049,,201.4588,-70.6275,5.67,-0.03,,3.5161331237802744,-1.2107828540023642,7.9917,,10,125.12982219052267,-41.02567061249865,-16.127024621176076,-117.10800924400759,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR505,,25.45,-60.7894,5.71,1.27,,0.4441839734355834,-1.0334210140486955,8.1375,,10,122.8878648233487,56.80008769872097,27.03127138496075,-105.56745580704232,"(1.0, 0.8447662613908664, 0)",,,,,,
HR5050,66    Vir,201.1383,-5.1639,5.75,0.42,,3.5105297004632625,-0.08440410095137632,37.483,,10,26.678761038337385,-24.794995846961086,-9.586757120992887,-2.2491241390780248,"(0, 0.9056227262087054, 1.0)",,,,Virgo,Vir,
HR5051,Iot2Mus,201.8262,-74.6919,6.63,-0.06,,3.5225469169891808,-1.279470232768568,6.6274,,5,150.88873464707126,-40.23173093576042,-16.113598440201795,-144.5308618067947,"(0, 2.220446049250313e-16, 1.0)",,,,Musca,Mus,
HR5052,,200.975,37.0339,6.07,1.68,,3.5076703476264166,0.6463638641696821,2.6013,,5,384.42317302887017,-286.5428561010062,-109.84838841369086,231.53336507289316,"(1.0, 0.051782588964296106, 0)",,,,,,
HR5053,,201.1271,12.4319,6.44,1.06,,3.510333154589627,0.2169762750178038,3.6247,,5,275.8849008193782,-251.30658608229615,-97.1086075935693,59.39189021253486,"(1.0, 0.6894678503212986, 0)",,,,,,
HR5054,79Zet UMa,200.9812,54.9253,2.27,0.02,0.047,3.5077876219998383,0.9586283728064419,40.2133,Mizar,25,24.86739461819846,-13.34240796378815,-5.116708571581875,20.35157876476783,"(0, 2.220446049250313e-16, 1.0)",,,,Ursa Major,UMa,Big Dipper
HR5055,79Zet UMa,200.985,54.9217,3.95,0.13,0.047,3.507844318472171,0.9585664048707064,40.2803,,20,24.82603158367738,-13.321100827078043,-5.109403803557003,20.316843005761616,"(0, 2.220446049250313e-16, 1.0)",,,,Ursa Major,UMa,
HR5056,67Alp Vir,201.2983,-11.1614,0.98,-0.23,0.023,3.5133171951877826,-0.18917066178151892,13.06,Spica,50,76.5696784073507,-70.06747766909594,-27.315698928666006,-14.398500496035139,"(0, 2.220446049250313e-16, 1.0)",Latin-Graeco-Babylonian,"The Latin term is a translation of the Greek στάχυς which is a translation of Akkadian shubultu [literally written shu-bu-ul-tu4], all meaning: ear of grain.",,Virgo,Vir,
HR5057,,201.2779,23.8544,5.78,0.06,,3.5129607653511776,0.416338172410122,11.2467,,10,88.91497061360221,-75.77608669537337,-29.51008202791598,35.958472479496045,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5058,,201.5325,-39.7553,5.09,1.2,0.012,3.5174056940562988,-0.6674996743829544,15.3353,,10,65.20902753777233,-47.639133292663644,-18.796777085125292,-40.365968621573856,"(1.0, 0.5054543807156494, 0)",,,,,,
HR5059,,201.5475,-1.1925,5.97,0.19,,3.517668563003157,-0.014094007468135024,12.8005,,10,78.12194836139214,-72.65502359877337,-28.68926851444779,-1.1010148716615662,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR506,,25.6221,-53.7406,5.52,0.53,,0.4471907711436181,-0.9120945641175487,57.6409,,10,17.348792263826553,9.574817192679703,4.592034560317661,-13.719208699375539,"(0.5551438899087882, 1.0, 1.0)",,,,,,
HR5060,,201.7337,-41.4981,5.69,1.47,,3.520919335912311,-0.7069009150992019,2.3846,,10,419.35754424222097,-296.20321942467154,-118.07614066405371,-272.3645125951778,"(1.0, 0.4239937722937963, 0)",,,,,,
HR5061,,201.7762,-49.1439,6.31,0.5,,3.5216661579353925,-0.8527031263506007,2.29,,5,436.6812227074236,-266.8108703027972,-106.59039692111087,-328.8478934670473,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR5062,80    UMa,201.3062,54.9881,4.01,0.16,0.045,3.513459618658051,0.9597209450450624,39.91,Alcor,15,25.056376847907796,-13.39346509357439,-5.223619445383471,20.52196173423452,"(0, 2.220446049250313e-16, 1.0)",Arabic,From Arabic: الخوار al‑ẖawwār ('the faint one').,,Ursa Major,UMa,
HR5063,,201.8367,-49.3808,6.28,-0.12,,3.5227038910084962,-0.848556542118934,1.5443,,5,647.542575924367,-397.35582035430934,-159.22119557140846,-485.8686556530785,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5064,68    Vir,201.68,-12.7078,5.25,1.52,,3.5199776021949494,-0.1970884625622665,6.6344,,10,150.72953092969973,-137.35571472766335,-54.60455918817802,-29.515101927739135,"(1.0, 0.329587661830293, 0)",,,,Virgo,Vir,
HR5065,,201.8112,-40.1631,6.4,0.98,,3.5222678408763173,-0.6952927029879044,10.6729,,5,93.6952468401278,-66.79512986562942,-26.73113263874411,-60.022133038705384,"(1.0, 0.8070476406656815, 0)",,,,,,
HR5066,,202.1933,-69.6281,6.2,0.02,,3.5289675133183747,-1.1933318585451562,4.5406,,5,220.2352112055675,-75.15646108550249,-30.663048168518163,-204.73112144683674,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5067,,201.5692,46.0281,5.88,0.97,,3.518045798393681,0.8033411408639695,9.0133,,10,110.9471558696593,-71.63711796497049,-28.31857076505516,79.84643558145812,"(1.0, 0.8224630841659064, 0)",,,,,,
HR5068,69    Vir,201.8633,-15.9736,4.76,1.09,0.059,3.523177190394428,-0.24480722278780329,12.0127,,15,83.24523212932978,-74.95436399157347,-30.075528896175424,-20.17608863233972,"(1.0, 0.6478409890997925, 0)",,,,Virgo,Vir,
HR5069,,202.2817,-64.6758,6.11,0.11,,3.5305036340445075,-1.105215773284509,10.0338,,5,99.66313859156054,-41.40164421415115,-16.965667501636528,-89.05510191173418,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR507,,25.9783,-4.7656,6.19,1.54,,0.45340716644929113,-0.05645242459388254,3.6857,,5,271.31888108093443,243.5162444417774,118.65675087805087,-15.308474615287853,"(1.0, 0.2928966361857635, 0)",,,,,,
HR5070,,201.4996,63.2611,6.5,0.74,0.028,3.516828145240575,1.1041175489954045,47.8881,,5,20.88201452970571,-8.741580459589015,-3.4432961327370535,18.649048598511666,"(1.0, 1.0, 0.46051127345950793)",,,,,,
HR5071,,202.355,-51.1653,5.06,0.07,0.011,3.5317649543416425,-0.8872358296859003,7.1201,,10,140.44746562548278,-82.0342334665451,-33.73709886985525,-108.89299013262126,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5072,70    Vir,202.1075,13.7789,4.98,0.71,0.043,3.527441942721452,0.2404852248491872,55.2511,,15,18.099187165504397,-16.285963653916195,-6.615539393032739,4.310754279069008,"(1.0, 1.0, 0.5846609217472404)",,,,Virgo,Vir,
HR5073,,201.5338,72.3914,5.79,1.63,,3.517424991336123,1.2634695705880201,3.3808,,10,295.7879791765263,-83.23389381365226,-32.843111750050774,281.9290292902178,"(1.0, 0.13487563292552524, 0)",,,,,,
HR5074,,201.7692,64.7356,6.66,0.37,,3.5215369585091363,1.1298480517860652,14.4979,,5,68.9755067975362,-27.339153081710727,-10.917840007369168,62.377816700532556,"(0, 0.5698363996867614, 1.0)",,,,,,
HR5075,,201.7946,64.7194,7.04,0.39,,3.5219685617160414,1.1295689511392826,14.4698,,5,69.10945555570913,-27.40371683544812,-10.9573395618111,62.49071819507504,"(0, 0.7075706850392501, 1.0)",,,,,,
HR5076,,201.9979,52.7458,6.34,0.23,,3.525538113720536,0.9205841815707668,9.9058,,5,100.95095802459166,-56.66193104606532,-22.891128191762125,80.35245949143136,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5077,,202.1092,40.7297,6.47,0.92,,3.5274734207585476,0.7108663989004673,7.3711,,5,135.66496181031326,-95.24684106529655,-38.69381809960875,88.52010828591594,"(1.0, 0.9021286686689161, 0)",,,,,,
HR5078,,202.3121,-1.3644,6.43,1.11,,3.5310131098311723,-0.01109283635079753,6.3813,,5,156.7078808393274,-144.96612318479507,-59.49085107579522,-1.7382992266041515,"(1.0, 0.6207861824697847, 0)",,,,,,
HR5079,,202.0488,50.5872,6.8,0.5,,3.5264224456184627,0.8829147171614871,7.1801,,5,139.2738262698291,-81.95801078903798,-33.19495158695774,107.60194394378757,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR508,109    Psc,26.2325,20.0831,6.27,0.75,0.027,0.457845351436755,0.3505170766077879,30.1535,,5,33.16364601124248,27.939201549822485,13.767546638105946,11.38784848357993,"(1.0, 1.0, 0.4201707176850106)",,,,Pisces,Psc,
HR5080,,202.4283,-23.2814,4.97,1.6,,3.5330394730873174,-0.3965157695056829,6.7355,,15,148.46707742558087,-126.58884182869976,-52.249190748225885,-57.33899432251461,"(1.0, 0.18630240946715898, 0)",,,,,,
HR5081,71    Vir,202.3042,10.8183,5.65,1.05,,3.530873841055919,0.18881511490126177,11.2146,,10,89.16947550514507,-81.0317925977044,-33.24044834835099,16.736682582456318,"(1.0, 0.7036310425336473, 0)",,,,Virgo,Vir,
HR5082,,203.3117,-77.5683,6.48,0.48,0.034,3.5483750089957153,-1.3339658048230143,28.9211,,5,34.576831448319744,-7.450521150348507,-3.209766932213937,-33.61167064926391,"(0.27373884515137525, 1.0, 1.0)",,,,,,
HR5083,,202.1904,50.7183,6.43,0.37,,3.5288980160895416,0.885206097757505,12.8745,,5,77.67291933667327,-45.53451830315542,-18.573914905056363,60.122372926230064,"(0, 0.5698363996867614, 1.0)",,,,,,
HR5084,Kap Oct,205.2312,-85.7861,5.58,0.18,,3.5819598294057533,-1.4698108385669397,11.4403,,10,87.41029518456683,-7.971451846388414,-3.7563805529360423,-86.96496573250255,"(0, 2.220446049250313e-16, 1.0)",,,,Octans,Oct,
HR5085,,202.1129,59.9458,5.4,-0.01,0.025,3.527534837434957,1.0462513548023655,13.8279,,10,72.31756087330687,-33.553976857648586,-13.633629675212697,62.59460351803491,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5086,,202.5004,7.1789,6.17,1.47,,3.534297617903133,0.1252946239790813,4.6462,,5,215.22965003658902,-197.28701035898433,-81.72031505870449,26.89661512519143,"(1.0, 0.4239937722937963, 0)",,,,,,
HR5087,,202.49,6.0133,6.51,0.96,,3.5341200959757515,0.1049558933754786,7.6829,,5,130.15918468286714,-119.59818589546182,-49.515142586986755,13.635906365681787,"(1.0, 0.838047151109119, 0)",,,,,,
HR5088,72    Vir,202.6071,-6.4703,6.09,0.33,,3.5361624185816125,-0.0965120657649382,18.1186,,5,55.19190224410274,-50.71395915518955,-21.117642836803693,-5.3184190456894935,"(0, 0.27952689705952405, 1.0)",,,,Virgo,Vir,
HR5089,,202.7612,-39.4075,3.88,1.17,0.012,3.5388482514659505,-0.6735695901586014,3.6,,20,277.77777777777777,-200.20385647017767,-83.99792734571668,-173.2722074749805,"(1.0, 0.5427790002751999, 0)",,,,,,
HR509,52Tau Cet,26.0171,-15.9375,3.5,0.72,0.275,0.4540825396344196,-0.24543727702958856,273.8097,,20,3.652171562950472,3.1837145785131318,1.5539717592386515,-0.8874065467843804,"(1.0, 1.0, 0.542745870583411)",,,,Cetus,Cet,
HR5090,,202.8887,-28.1128,6.47,0.1,,3.5410671126489275,-0.48672456322550794,10.6733,,5,93.69173545201578,-76.29117652736068,-32.2081414515909,-43.82274866226345,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5091,,201.7363,78.6439,5.77,0.77,,3.520969308665703,1.3725944701501667,11.1974,,10,89.30644613928233,-16.334666079995984,-6.512469878373736,87.5580250015202,"(1.0, 1.0, 0.34099267063921385)",,,,,,
HR5092,,203.0221,-38.3992,6.16,1.04,,3.5434129629463187,-0.656263853747457,10.3885,,5,96.26028781826058,-70.19040206531876,-29.82674952330275,-58.734278591274276,"(1.0, 0.7179419159107875, 0)",,,,,,
HR5093,,203.3987,-65.6325,6.37,-0.02,,3.549990306032016,-1.1234215499163083,9.6572,,5,103.54968313796961,-41.111545244397156,-17.790095820568403,-93.35893217195014,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5094,73    Vir,203.0117,-18.7289,6.01,0.18,,3.543222475606016,-0.3014379471499553,12.0389,,5,83.06406731512016,-73.00697204995221,-31.00720757314729,-24.661191973302223,"(0, 2.220446049250313e-16, 1.0)",,,,Virgo,Vir,
HR5095,74    Vir,202.9913,-6.2558,4.69,1.62,0.02,3.5428645784296866,-0.10025490282247848,8.16,,15,122.54901960784314,-112.24785438979522,-47.62601400123983,-12.265568967013264,"(1.0, 0.15188381672690468, 0)",,,,Virgo,Vir,
HR5096,,202.8158,42.1061,6.08,1.05,0.012,3.5398016195397286,0.7348910133086839,13.1045,,5,76.309664619024,-52.18474844132697,-21.953269154690975,51.166111028736985,"(1.0, 0.7036310425336473, 0)",,,,,,
HR5097,,203.1496,-28.6928,5.69,0.04,,3.54562892949183,-0.476601113775142,14.7399,,10,67.84306542106799,-55.42873700116301,-23.699063928817665,-31.12380132761786,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5098,,203.1438,-29.5653,6.45,0.44,,3.545524844636005,-0.49627980700040053,20.2649,,5,49.346406841385836,-39.90108214010919,-17.055160850058318,-23.496659349415363,"(0.03229809504226766, 1.0, 1.0)",,,,,,
HR5099,75    Vir,203.2154,-15.3631,5.55,1.23,,3.546773916877536,-0.25546360731493806,6.34,,10,157.72870662460568,-140.2531480849146,-60.15655521549599,-39.85709736479715,"(1.0, 0.9383669953434867, 0)",,,,Virgo,Vir,
HR51,,3.7271,-9.5697,5.75,-0.08,,0.06505100151834015,-0.14713888105170264,9.19,,10,108.8139281828074,107.41048687673991,6.997032153920227,-15.953050382665246,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR510,110Omi Psc,26.3483,9.1578,4.26,0.96,0.023,0.45986700277869286,0.15983290237510453,12.5296,Torcular,15,79.81100753415912,70.60796820653519,34.970935923610014,12.702180521047651,"(1.0, 0.838047151109119, 0)",,,,Pisces,Psc,
HR5100,76    Vir,203.2421,-10.165,5.21,0.96,0.021,3.5472414668955623,-0.17165315584259747,11.652,,10,85.82217645039479,-77.69850214855447,-33.36900418734532,-14.659409745917607,"(1.0, 0.838047151109119, 0)",,,,Virgo,Vir,
HR5101,,203.2529,-7.195,6.68,1.28,,3.547389712118707,-0.11877435419699901,2.2031,,5,453.9058599246516,-414.10504905835955,-177.9174977128042,-53.785704661419345,"(1.0, 0.8219023288580853, 0)",,,,,,
HR5102,,203.2004,24.3464,6.11,0.96,,3.546524590394712,0.4249308408824583,6.721,,5,148.787382829936,-124.59284652204079,-53.402855613753545,61.33875526299595,"(1.0, 0.838047151109119, 0)",,,,,,
HR5103,,203.6204,-48.2722,6.33,-0.05,,3.5538508362604153,-0.8330079233808543,0.9819,,5,1018.4336490477646,-627.6576912732395,-274.4863890059001,-753.5981305369552,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5104,,203.6817,-33.3108,6.44,1.26,,3.5549139550144955,-0.5705332070412987,5.1373,,5,194.6547797481167,-150.02870160917308,-65.80043366639303,-105.12932465096571,"(1.0, 0.8678416108747024, 0)",,,,,,
HR5105,78    Vir,203.5329,3.6589,4.94,0.03,0.021,3.5523218041884213,0.06386105899489787,16.4943,,15,60.62700448033563,-55.47134732580472,-24.157681333143916,3.8690736261855623,"(0, 2.220446049250313e-16, 1.0)",,,,Virgo,Vir,
HR5106,,203.6687,-13.2144,5.91,0.02,0.007,3.5546866490793874,-0.22315211826228817,6.75,,10,148.14814814814815,-132.32200854893287,-57.99867276401357,-32.785878223934425,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5107,79Zet Vir,203.6733,-0.5958,3.37,0.11,0.044,3.554769636767493,0.010398958198726618,43.7467,Heze,20,22.858867068830335,-20.93415738054807,-9.177818650897052,0.23770411891049203,"(0, 2.220446049250313e-16, 1.0)",Atlas Coeli,,,Virgo,Vir,
HR5108,,203.5908,38.7892,6.37,0.21,,3.553335150255424,0.6770003509477215,15.2814,,5,65.43903045532478,-46.743903066204126,-20.4132699464522,40.994787999982485,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5109,81    UMa,203.5304,55.3486,5.6,-0.03,0.013,3.5522762911648313,0.96601241988273,10.83,,10,92.33610341643583,-48.135314990097164,-20.96024497630997,75.95798559380005,"(0, 2.220446049250313e-16, 1.0)",,,,Ursa Major,UMa,
HR511,,26.9367,63.8522,5.63,0.81,0.107,0.47013602708785956,1.1144364139688465,99.5902,,10,10.041148627073749,3.944888649364391,2.0045440218523902,9.013563255425506,"(1.0, 1.0, 0.1883829792832692)",,,,,,
HR5110,,203.6992,37.1825,4.98,0.4,0.022,3.5552217793842815,0.6489555550572473,21.3273,,15,46.888260586197035,-34.20625146276703,-15.014927231521359,28.337136444905394,"(0, 0.7746977266854096, 1.0)",,,,,,
HR5111,80    Vir,203.8804,-5.3961,5.73,0.95,,3.558384280876885,-0.08035161869765318,9.7241,,10,102.83728057095259,-93.73024136214069,-41.497173809999936,-8.25425315860431,"(1.0, 0.8538027400979206, 0)",,,,Virgo,Vir,
HR5112,24    CVn,203.6138,49.0161,4.7,0.12,0.034,3.5537274261655662,0.8554900969658173,17.5952,,15,56.83368191324907,-34.153233044283034,-14.930823733314366,42.90331659771729,"(0, 2.220446049250313e-16, 1.0)",,,,Canes Venatici,CVn,
HR5113,,204.3008,-61.6919,5.63,0.5,0.032,3.5657354307400353,-1.052575549606424,27.99,,10,35.72704537334763,-16.128780374564485,-7.282962771686605,-31.036150985657525,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR5114,,203.8887,10.2047,6.49,1.03,,3.558539117159337,0.1781101754917202,8.9014,,5,112.34187880558115,-101.09256326455713,-44.7754155134158,19.903606501595654,"(1.0, 0.7324028861411398, 0)",,,,,,
HR5115,,204.7996,-75.6839,6.34,0.01,,3.5744335920771984,-1.2970627035420892,3.7743,,5,264.9497920144132,-65.01806555349926,-30.04250750337488,-255.08526257522476,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5116,,203.8087,44.1969,6.84,0.2,,3.5571336507292735,0.7713839559122937,8.3811,,5,119.31608022813234,-78.26335684460976,-34.53252372772827,83.17859569272176,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5117,,204.2104,-34.4678,6.5,1.03,,3.564149291033778,-0.5852466294953472,8.1836,,5,122.19561073366243,-92.90012020834916,-41.77184770381066,-67.50146433416599,"(1.0, 0.7324028861411398, 0)",,,,,,
HR5118,,204.275,-44.1433,5.98,0.94,,3.5652721323049277,-0.7654455142739823,8.6567,,10,115.51746046414914,-75.93172368426974,-34.24468315958432,-80.03723312135203,"(1.0, 0.8697328184492443, 0)",,,,,,
HR5119,,204.6904,-70.445,6.1,1.42,,3.572522871939688,-1.2139667060179973,6.9081,,5,144.75760339311822,-45.941862564648055,-21.121650878685845,-135.63917158538388,"(1.0, 0.5224286748623979, 0)",,,,,,
HR512,,24.4817,-82.975,5.87,0.61,,0.427282540212236,-1.414153091132997,37.0128,,10,27.017680370034153,3.835915480591461,1.7466307083918362,-26.68688978078169,"(0.9641715057811481, 1.0, 1.0)",,,,,,
HR5121,,204.3488,-46.4283,5.9,-0.12,,3.566542226240789,-0.7953832294871657,6.9954,,10,142.9510821396918,-91.16731237372744,-41.2552507557242,-102.08593108035228,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5122,,204.5317,-58.415,6.42,1.12,,3.569752895311704,-1.005053952862229,5.0255,,5,198.98517560441746,-97.036059101469,-44.28688646228769,-167.9814722874327,"(1.0, 0.6074612122904364, 0)",,,,,,
HR5123,,204.2462,24.6133,5.74,1.55,,3.5647682621503485,0.42958307004358076,5.9122,,10,169.14177463549947,-140.20902272314032,-63.14830417099069,70.44616067747097,"(1.0, 0.2747730696851488, 0)",,,,,,
HR5124,,204.7046,-57.6231,6.01,1.14,,3.5727582865294645,-0.9839692320919973,1.6663,,5,600.1320290463902,-301.8932261105506,-138.88072060324433,-499.7310054025315,"(1.0, 0.581205765583964, 0)",,,,,,
HR5125,,205.0025,-70.7883,6.59,1.3,,3.5779647781956068,-1.2079809834083297,3.7398,,5,267.393978287609,-86.00717813132529,-40.109974522845874,-249.98698941772437,"(1.0, 0.7767967970404266, 0)",,,,,,
HR5126,,204.1658,49.4867,6.49,0.5,,3.563373098248411,0.8637049730872538,5.7375,,5,174.29193899782138,-103.30161749860234,-46.352444129993245,132.5062517203192,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR5127,25    CVn,204.365,36.295,4.82,0.23,0.03,3.566844148965703,0.633465476138828,16.42,,15,60.90133982947625,-44.713538493606535,-20.25014437953644,36.05002525677403,"(0, 2.220446049250313e-16, 1.0)",,,,Canes Venatici,CVn,
HR5128,,204.675,-29.5608,5.83,0.4,,3.5722578094815267,-0.49635649808144255,19.6131,,10,50.98633056477559,-40.7396568713173,-18.71687102368703,-24.28095965052789,"(0, 0.7746977266854096, 1.0)",,,,,,
HR5129,,204.5329,14.3017,6.52,0.25,,3.569771975637387,0.24961569204123402,14.2029,,5,70.40815608080041,-62.066801062339444,-28.32848170459256,17.393038058340938,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR513,,26.4971,-5.7333,5.34,1.52,,0.4624584259165192,-0.0744679712148045,5.5554,,10,180.00504014112397,160.6505449656576,80.08661063844787,-13.392224419062519,"(1.0, 0.329587661830293, 0)",,,,,,
HR5130,,205.0454,-64.5769,5.79,0.39,,3.57870365642852,-1.1069479675761902,14.5177,,10,68.88143438698968,-27.919610850060923,-13.045606052187043,-61.603242576356855,"(0, 0.7075706850392501, 1.0)",,,,,,
HR5131,,203.6783,76.5467,6.57,0.5,,3.554854058184587,1.335992102356372,3.6093,,5,277.062034189455,-59.03276060247064,-25.886704997724344,269.4594263877419,"(0.38888888888888884, 1.0, 1.0)",,,,,,
HR5132,Eps Cen,204.9717,-53.4664,2.3,-0.22,,3.577434655604936,-0.9168844425812572,7.63,,25,131.06159895150722,-72.27121129097097,-33.65748861127343,-104.02494027224216,"(0, 2.220446049250313e-16, 1.0)",,,,Centaurus,Cen,
HR5133,,204.4292,50.7147,6.48,1.55,0.003,3.5679567883644236,0.8851409608931778,2.3,,5,434.7826086956522,-250.65008544439536,-113.8522171647038,336.5235863020526,"(1.0, 0.2747730696851488, 0)",,,,,,
HR5134,,204.9987,-49.9503,6.0,1.5,,3.577910950232289,-0.838631408149596,6.35,,5,157.48031496062993,-95.41004395853516,-44.48880608571109,-117.12266751144965,"(1.0, 0.3668831168831167, 0)",,,,,,
HR5135,,204.92,-39.7481,6.27,1.66,,3.576531778723608,-0.6676305451008977,2.9257,,5,341.79854393820284,-243.4210280141682,-113.09648442697171,-211.6167124049064,"(1.0, 0.08463640279679395, 0)",,,,,,
HR5136,,204.9525,-40.0519,5.6,1.3,,3.5770921716642903,-0.6972292363743585,6.8037,,10,146.9788497435219,-102.16015987408572,-47.5345269270501,-94.37453446905886,"(1.0, 0.7767967970404266, 0)",,,,,,
HR5137,,204.7596,18.2653,6.48,1.2,,3.573727769734023,0.3187899745390407,5.622,,5,177.87264318747776,-153.38325255470937,-70.74154670378955,55.74844033866398,"(1.0, 0.5054543807156494, 0)",,,,,,
HR5138,,204.8942,10.7461,5.57,0.33,0.011,3.5760789994700497,0.1875578456833549,16.67,,10,59.98800239952009,-53.460010832336934,-24.808771789640836,11.185370623308236,"(0, 0.27952689705952405, 1.0)",,,,,,
HR5139,,204.2958,71.2422,5.5,1.2,,3.5656340414540177,1.243411817045674,7.9077,,10,126.45902095425977,-37.063554218204644,-16.731551610099164,119.74235720973053,"(1.0, 0.5054543807156494, 0)",,,,,,
HR514,Eps Scl,26.4117,-25.0525,5.31,0.39,0.037,0.4609674261036884,-0.4354140649491643,35.57,,10,28.1135788585887,22.829827081731022,11.338530578014034,-11.857910270692187,"(0, 0.7075706850392501, 1.0)",,,,Sculptor,Scl,
HR5140,,205.5046,-58.7872,5.38,-0.03,,3.5867304646667253,-0.9985536939614653,4.0767,,10,245.29644074864473,-119.88826358923565,-57.195372937515636,-206.21793668847002,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5141,,205.4362,-54.56,5.01,-0.05,0.003,3.5855442138007056,-0.9327140000293107,12.02,,10,83.19467554076539,-44.75159372182325,-21.284614776007338,-66.82525025412974,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5142,82    UMa,204.8767,52.9214,5.46,0.1,0.011,3.575775880360796,0.923649317351316,19.3489,,10,51.682524587961076,-28.268833255616155,-13.108085084584987,41.23268751326613,"(0, 2.220446049250313e-16, 1.0)",,,,Ursa Major,UMa,
HR5143,,205.065,31.0119,6.21,0.96,,3.5790578205378565,0.5412621311026763,7.037,,5,142.10601108426886,-110.3237886042267,-51.59706489426287,73.21559225048628,"(1.0, 0.838047151109119, 0)",,,,,,
HR5144,1    Boo,205.1687,19.9556,5.75,0.01,0.018,3.580867971509209,0.3482929891402126,10.3308,,10,96.79792465249545,-82.34766698767514,-38.69480083451328,33.036530494204364,"(0, 2.220446049250313e-16, 1.0)",,,,Boötes,Boo,
HR5145,,205.1629,28.0653,6.23,1.28,,3.580766772468559,0.4898294898684797,5.9268,,5,168.72511304582574,-134.75650464849065,-63.30483195588914,79.38102089469893,"(1.0, 0.8219023288580853, 0)",,,,,,
HR5146,,205.3788,-23.4497,6.59,0.06,,3.5845322790489775,-0.3935750796902746,4.62,,5,216.45021645021646,-180.60994434116327,-85.67714246588504,-83.00705671994334,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5147,,205.4404,-33.5969,6.05,1.44,,3.585601763412993,-0.5655324439710523,2.4007,,5,416.5451743241555,-317.58945612056783,-151.0733284050259,-223.21216153787447,"(1.0, 0.48255435037448874, 0)",,,,,,
HR5148,,205.0967,50.5194,6.32,0.54,0.049,3.5796144523168647,0.8817301282593585,39.1793,,5,25.52368214848147,-14.696302359886523,-6.883250322046321,19.700200820487964,"(0.6089174772578823, 1.0, 1.0)",,,,,,
HR5149,2    Boo,205.2596,22.4958,5.62,1.01,,3.5824589279198675,0.392625263729304,9.46,,10,105.70824524312894,-88.32620318620121,-41.675767677846835,40.44558482150466,"(1.0, 0.7617850537660638, 0)",,,,Boötes,Boo,
HR515,,26.6471,17.4131,6.55,0.25,,0.46507923487498204,0.30390891007206144,6.4827,,5,154.25671402347788,131.55435568663123,66.01276741665806,46.161670888200696,"(0, 2.220446049250313e-16, 1.0)",,,,,,
HR5150,82    Vir,205.4033,-8.7031,5.01,1.63,0.013,3.584962285720197,-0.1273570196014852,5.4376,,10,183.90466382227453,-164.77773243931887,-78.25352872233998,-23.358285687138164,"(1.0, 0.13487563292552524, 0)",,,,Virgo,Vir,
